Date,Counter,Open,High,Low,Close,AdjClose,Volume,Dividends,StockSplits,macd_short,macd_long,MACD,MACD_signal,macd_distance,macd_troughs,macd_peaks,ma25,ma50,ma100,ma200,smooth_close,smooth_troughs,smooth_peaks,smooth_distance,close_troughs,close_peaks,PnL1,PnL2,PnL3,PnL4,PnL5,PnL6,PnL7,PnL8,PnL1_days,PnL2_days,PnL3_days,PnL4_days,PnL5_days,PnL6_days,PnL7_days,PnL8_days,rsi_up_chg,rsi_down_chg,rsi_up_chg_avg,rsi_down_chg_avg,rsi_rs,RSI,rsi_troughs,rsi_peaks,rsi_distance,fastK,fastD,fast_troughs,fast_peaks,slowK,slowD,slow_troughs,slow_peaks,dist_no25,dist_no200,dist_all4,all_no25,no200_no25,all_no200,all4_up,no25_up,no200_up,bull_start,bull,bull_retrace,bull_end,bear_start,bear,bear_recovery,bear_end,close_p1,close_p2,close_p3,close_t1,close_t2,close_t3,close_p1_date,close_p2_date,close_p3_date,close_t1_date,close_t2_date,close_t3_date,v3,v2,v1,v3p,v2p,v1p,rise_macd,bull_macd,bear_macd,bull_rsi,bear_rsi,macd_p1,macd_p2,macd_p3,macd_t1,macd_t2,macd_t3,macd_p1_signal,macd_p2_signal,macd_p3_signal,macd_t1_signal,macd_t2_signal,macd_t3_signal,slow_p1,slow_p2,slow_p3,slow_t1,slow_t2,slow_t3,fast_p1,fast_p2,fast_p3,fast_t1,fast_t2,fast_t3,rsi_p1,rsi_p2,rsi_p3,rsi_t1,rsi_t2,rsi_t3,macd_p1_date,macd_p2_date,macd_p3_date,macd_t1_date,macd_t2_date,macd_t3_date,slow_p1_date,slow_p2_date,slow_p3_date,slow_t1_date,slow_t2_date,slow_t3_date,fast_p1_date,fast_p2_date,fast_p3_date,fast_t1_date,fast_t2_date,fast_t3_date,rsi_p1_date,rsi_p2_date,rsi_p3_date,rsi_t1_date,rsi_t2_date,rsi_t3_date,mincp,maxcp,minct,maxct,minmp,maxmp,minmt,maxmt,minsp,maxsp,minst,maxst,minfp,maxfp,minft,maxft,minrp,maxrp,minrt,maxrt,sp_high,sp_vhigh,sp_uhigh,st_high,st_vhigh,st_uhigh,sp_low,sp_vlow,sp_ulow,st_low,st_vlow,st_ulow,fp_high,fp_vhigh,fp_uhigh,ft_high,ft_vhigh,ft_uhigh,fp_low,fp_vlow,fp_ulow,ft_low,ft_vlow,ft_ulow,rp_high,rp_low,rt_high,rt_low,mp_positives,mt_positives,vol_n2p,vol_p2p,vol_p2n,vol_n2n,vol_hist5,vol_hist4,vol_hist3,vol_hist2,vol_hist1,life5,life4,life3,life2,life1,buy_call,sell_call,EPS,PE,ADJEPS,ADJPE,EP1,EP4,HIGH50,HIGH100,HIGH200,dummy1,LOW50,LOW100,LOW200
2010-08-24,AHP,0.5141,0.5141,0.5141,0.5141,0.5141,4000,0.0,0,0.5141,0.5141,0.0,0.0,0.0,,,0.5141,0.5141,0.5141,0.5141,0.51424,,,,,,3.65,-0.75,4.16,-0.18,4.36,-1.92,2.13,-0.17,46.0,19.0,40.0,5.0,16.0,25.0,14.0,1.0,,,,,,,,,,,,,,,,,,-0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0,,,,,0.15,,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,4000,0.0,0.0,400000.0,0,0,0,0,0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,Life.Empty,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,,,,,,,,,0,0,0,,0,0,0
2010-08-25,AHP,0.5059,0.5059,0.5059,0.5059,0.5059,3000,0.0,0,0.51284,0.51349,-0.00065,-0.00013,-0.00052,-0.001,,0.51347,0.51378,0.51394,0.51402,0.51449,,,,0.506,,3.6,-0.75,4.16,-0.18,4.36,-1.92,2.13,-0.17,45.0,19.0,40.0,5.0,16.0,25.0,14.0,1.0,-0.0,-0.0082,,,,,,,,,,,,,,,,-0.0024,-0.0047,-0.0055,-0.0031,-0.0023,-0.0008,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.506,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,2010-08-25,1999-01-01,1999-01-01,0,4000,3000,0.0,400000.0,74.98,0,0,0,0,0,0.0,0.0,0.0,-0.001,100.0,100.0,0.0,0.0,0.0,-0.00013,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,2010-08-25,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bear,,,,,,,,,0,0,0,,0,0,0
2010-08-27,AHP,0.5059,0.5277,0.5059,0.5277,0.5277,2100,0.0,0,0.51512,0.51454,0.00058,1e-05,0.00057,,,0.51456,0.51432,0.51421,0.51415,0.51471,,,,,0.528,3.55,-0.75,4.16,-0.18,4.36,-1.92,2.13,-0.17,43.0,19.0,40.0,5.0,16.0,25.0,14.0,1.0,0.0218,0.0,,,,,,,,,,,,,,,,0.0017,0.0035,0.0041,0.0024,0.0018,0.0006,1,1,1,,0.15,,,,,,,0.528,0.0,0.0,0.506,0.0,0.0,2010-08-27,1999-01-01,1999-01-01,2010-08-25,1999-01-01,1999-01-01,4000,3000,2100,400000.0,74.98,30.0,1,1,0,0,0,0.0,0.0,0.0,-0.001,100.0,100.0,0.0,0.0,0.0,-0.00013,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,2010-08-25,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Life.Empty,Life.Empty,Life.BearStart,Life.Bear,Life.Bull,,,,,,,,,0,0,0,,0,0,0
2010-09-01,AHP,0.5168,0.5168,0.5168,0.5168,0.5168,2000,0.0,0,0.51538,0.51471,0.00067,0.00014,0.00053,,0.001,0.51474,0.51442,0.51426,0.51418,0.51495,,,,,,3.51,-0.75,4.16,-0.18,4.36,-1.92,2.13,-0.17,40.0,19.0,40.0,5.0,16.0,25.0,14.0,1.0,-0.0,-0.0109,,,,,,,,,,,,,,,,0.0024,0.0048,0.0056,0.0032,0.0024,0.0008,1,1,1,,0.15,,,,,,,0.528,0.0,0.0,0.506,0.0,0.0,2010-08-27,1999-01-01,1999-01-01,2010-08-25,1999-01-01,1999-01-01,3000,2100,2000,74.98,30.0,-21.98,0,0,0,0,0,0.001,0.0,0.0,-0.001,100.0,100.0,0.00014,0.0,0.0,-0.00013,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2010-09-01,1999-01-01,1999-01-01,2010-08-25,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-2000.0,,,,,,p2n,Life.Empty,Life.Empty,Life.BearStart,Life.Bear,Life.Bull,,,,,,,,,0,0,0,,0,0,0
2010-09-02,AHP,0.5032,0.5059,0.5032,0.5059,0.5059,9000,0.0,0,0.51392,0.51406,-0.00014,9e-05,-0.00022,,,0.51406,0.51409,0.5141,0.5141,0.51523,,,,0.506,,3.45,-0.75,4.16,-0.18,4.36,-1.92,2.13,-0.17,39.0,19.0,40.0,5.0,16.0,25.0,14.0,1.0,-0.0,-0.0109,,,,,,,,,,,,,,,,-0.0001,-0.0004,-0.0004,-0.0003,-0.0003,0.0,0,0,0,,,,,-0.15,,,,0.528,0.0,0.0,0.506,0.506,0.0,2010-08-27,1999-01-01,1999-01-01,2010-09-02,2010-08-25,1999-01-01,2100,2000,9000,30.0,-21.98,84.5,0,0,0,0,0,0.001,0.0,0.0,-0.001,100.0,100.0,0.00014,0.0,0.0,-0.00013,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2010-09-01,1999-01-01,1999-01-01,2010-08-25,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9000.0,,,,,,,p2n,n2p,Life.Empty,Life.BearStart,Life.Bear,Life.Bull,Life.BearStart,,,,,,,,,0,0,0,,0,0,0
2010-09-06,AHP,0.5113,0.5168,0.5086,0.5168,0.5168,16000,0.0,0,0.51437,0.51426,0.0001,9e-05,1e-05,,,0.51427,0.51419,0.51415,0.51413,0.51551,,,,,,3.39,-0.75,4.16,-0.18,4.36,-1.92,2.13,-0.17,37.0,19.0,40.0,5.0,16.0,25.0,14.0,1.0,0.0109,0.0,,,,,,,,,,,,,,,,0.0006,0.0012,0.0014,0.0008,0.0006,0.0002,0,0,0,,,,,0.15,,,,0.528,0.0,0.0,0.506,0.506,0.0,2010-08-27,1999-01-01,1999-01-01,2010-09-02,2010-08-25,1999-01-01,2000,9000,16000,-21.98,84.5,106.1,0,0,0,0,0,0.001,0.0,0.0,-0.001,100.0,100.0,0.00014,0.0,0.0,-0.00013,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2010-09-01,1999-01-01,1999-01-01,2010-08-25,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,p2n,n2p,Life.Empty,Life.BearStart,Life.Bear,Life.Bull,Life.BearStart,,,,,,,,,0,0,0,,0,0,0
2010-09-07,AHP,0.5195,0.5195,0.5141,0.5168,0.5168,113000,0.0,0,0.51474,0.51445,0.00029,0.00013,0.00016,,,0.51446,0.5143,0.5142,0.51415,0.51587,,,,,,3.32,-0.75,4.16,-0.18,4.36,-1.92,2.13,-0.17,36.0,19.0,40.0,5.0,16.0,25.0,14.0,1.0,0.0,0.0,,,,,,,,,,,,40.68027,,,,0.0015,0.0026,0.0031,0.0016,0.0011,0.0005,1,1,1,,0.15,,,,,,,0.528,0.0,0.0,0.506,0.506,0.0,2010-08-27,1999-01-01,1999-01-01,2010-09-02,2010-08-25,1999-01-01,9000,16000,113000,84.5,106.1,411.1,0,0,1,0,0,0.001,0.0,0.0,-0.001,100.0,100.0,0.00014,0.0,0.0,-0.00013,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2010-09-01,1999-01-01,1999-01-01,2010-08-25,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,113000.0,,,,,p2n,n2p,p2p,Life.BearStart,Life.Bear,Life.Bull,Life.BearStart,Life.Bull,,,,,,,,,0,0,0,,0,0,0
2010-09-08,AHP,0.5195,0.5195,0.5168,0.5168,0.5168,17800,0.0,0,0.51506,0.51462,0.00043,0.00019,0.00024,,,0.51464,0.51439,0.51425,0.51418,0.51634,,,,,0.517,3.23,-0.75,4.16,-0.18,4.36,-1.92,2.13,-0.17,35.0,19.0,40.0,5.0,16.0,25.0,14.0,1.0,0.0,0.0,,,,,,,,,,,,64.81866,,,64.819,0.0021,0.0039,0.0046,0.0025,0.0018,0.0007,1,1,1,,0.15,,,,,,,0.517,0.528,0.0,0.506,0.506,0.0,2010-09-08,2010-08-27,1999-01-01,2010-09-02,2010-08-25,1999-01-01,16000,113000,17800,106.1,411.1,6.38,0,0,0,0,0,0.001,0.0,0.0,-0.001,100.0,100.0,0.00014,0.0,0.0,-0.00013,100.0,100.0,64.819,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2010-09-01,1999-01-01,1999-01-01,2010-08-25,1999-01-01,1999-01-01,2010-09-08,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,p2n,n2p,p2p,Life.BearStart,Life.Bear,Life.Bull,Life.BearStart,Life.Bull,,,,,,,,,0,0,0,,0,0,0
2010-09-09,AHP,0.5113,0.5113,0.5113,0.5113,0.5113,1000,0.0,0,0.51448,0.51438,0.0001,0.00017,-7e-05,,,0.51438,0.51427,0.51419,0.51415,0.51682,,,,0.511,,3.13,-0.75,4.16,-0.18,4.36,-1.92,2.13,-0.17,34.0,19.0,40.0,5.0,16.0,25.0,14.0,1.0,-0.0,-0.0055,,,,,,,,,,,,62.87968,56.12621,62.88,,0.0012,0.0019,0.0023,0.0011,0.0007,0.0004,0,0,0,,,,,0.15,,,,0.517,0.528,0.0,0.511,0.506,0.506,2010-09-08,2010-08-27,1999-01-01,2010-09-09,2010-09-02,2010-08-25,113000,17800,1000,411.1,6.38,-10.22,0,0,0,0,0,0.001,0.0,0.0,-0.001,100.0,100.0,0.00014,0.0,0.0,-0.00013,100.0,100.0,64.819,0.0,0.0,62.88,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2010-09-01,1999-01-01,1999-01-01,2010-08-25,1999-01-01,1999-01-01,2010-09-08,1999-01-01,1999-01-01,2010-09-09,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,p2n,n2p,p2p,Life.Bear,Life.Bull,Life.BearStart,Life.Bull,Life.BearStart,,,,,,,,,0,0,0,,0,0,0
2010-09-13,AHP,0.5168,0.5168,0.5168,0.5168,0.5168,13000,0.0,0,0.51484,0.51456,0.00028,0.00019,8e-05,0.0,,0.51457,0.51437,0.51425,0.51418,0.51727,,,,,,3.04,-0.75,4.16,-0.18,4.36,-1.92,2.13,-0.17,32.0,19.0,40.0,5.0,16.0,25.0,14.0,1.0,0.0055,0.0,,,,,,,,,,,,69.45273,65.71702,,69.453,0.0019,0.0032,0.0039,0.002,0.0013,0.0007,1,1,1,,0.15,,,,,,,0.517,0.528,0.0,0.511,0.506,0.506,2010-09-08,2010-08-27,1999-01-01,2010-09-09,2010-09-02,2010-08-25,17800,1000,13000,6.38,-10.22,-75.87,0,1,0,0,0,0.001,0.0,0.0,0.0,-0.001,100.0,0.00014,0.0,0.0,0.00019,-0.00013,100.0,69.453,64.819,0.0,62.88,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2010-09-01,1999-01-01,1999-01-01,2010-09-13,2010-08-25,1999-01-01,2010-09-13,2010-09-08,1999-01-01,2010-09-09,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,13000.0,,p2n,n2p,p2p,n2n,Life.Bull,Life.BearStart,Life.Bull,Life.BearStart,Life.Bull,,,,,,,,,0,0,0,,0,0,0
