Date,smooth_close,smooth_troughs,smooth_peaks,close_troughs,close_peaks,ma25,ma50,ma100,ma200,macd_short,macd_long,MACD,MACD_signal,macd_distance,macd_troughs,macd_peaks,PnL1,PnL2,PnL3,PnL4,PnL5,PnL6,PnL7,PnL8,PnL1_days,PnL2_days,PnL3_days,PnL4_days,PnL5_days,PnL6_days,PnL7_days,PnL8_days,rsi_up_chg,rsi_down_chg,rsi_up_chg_avg,rsi_down_chg_avg,rsi_rs,RSI,rsi_troughs,rsi_peaks,rsi_distance,fastK,fastD,fast_troughs,fast_peaks,slowK,slowD,slow_troughs,slow_peaks,dist_no25,dist_no200,dist_all4,all_no25,no200_no25,all_no200,all4_up,no25_up,no200_up,bull_start,bull,bull_retrace,bull_end,bear_start,bear,bear_recovery,bear_end,smooth_p1,smooth_p2,smooth_p3,smooth_t1,smooth_t2,smooth_t3,smooth_p1_date,smooth_p2_date,smooth_p3_date,smooth_t1_date,smooth_t2_date,smooth_t3_date,smooth_diff_0,smooth_diff_1,smooth_diff_2,smooth_diff_3,smooth_diff_4,smooth_diff_5,close_p1,close_p2,close_p3,close_t1,close_t2,close_t3,close_p1_date,close_p2_date,close_p3_date,close_t1_date,close_t2_date,close_t3_date,v3,v2,v1,v3p,v2p,v1p,macd_p1,macd_p2,macd_p3,macd_t1,macd_t2,macd_t3,macd_p1_signal,macd_p2_signal,macd_p3_signal,macd_t1_signal,macd_t2_signal,macd_t3_signal,slow_p1,slow_p2,slow_p3,slow_t1,slow_t2,slow_t3,fast_p1,fast_p2,fast_p3,fast_t1,fast_t2,fast_t3,rsi_p1,rsi_p2,rsi_p3,rsi_t1,rsi_t2,rsi_t3,macd_p1_date,macd_p2_date,macd_p3_date,macd_t1_date,macd_t2_date,macd_t3_date,macd_p1_days,macd_p2_days,macd_p3_days,macd_t1_days,macd_t2_days,macd_t3_days,slow_p1_date,slow_p2_date,slow_p3_date,slow_t1_date,slow_t2_date,slow_t3_date,fast_p1_date,fast_p2_date,fast_p3_date,fast_t1_date,fast_t2_date,fast_t3_date,rsi_p1_date,rsi_p2_date,rsi_p3_date,rsi_t1_date,rsi_t2_date,rsi_t3_date,minsmcp,maxsmcp,minsmct,maxsmct,mincp,maxcp,minct,maxct,minmp,maxmp,minmt,maxmt,minsp,maxsp,minst,maxst,minfp,maxfp,minft,maxft,minrp,maxrp,minrt,maxrt,mp_positives,mt_positives,vol_n2p,vol_p2p,vol_p2n,vol_n2n,vol_hist5,vol_hist4,vol_hist3,vol_hist2,vol_hist1,life5,life4,life3,life2,life1,buy_call,sell_call
2006-05-09,0.33646,,,,,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.0,0.0,0.0,,,-30.16,5.53,-22.58,154.17,-11.89,7.21,-15.18,13.04,37.0,8.0,54.0,45.0,14.0,20.0,20.0,9.0,,,,,,,,,,,,,,,,,,-0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0,,,,,0.15,,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,519,0.0,0.0,51900.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,Life.Empty,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,,
2006-05-10,0.32674,,,0.334,,0.34073,0.34101,0.34115,0.34123,0.34016,0.34075,-0.00059,-0.00012,-0.00047,-0.001,,-28.08,5.53,-22.58,154.17,-11.89,7.21,-15.18,13.04,36.0,8.0,54.0,45.0,14.0,20.0,20.0,9.0,-0.0,-0.0074,,,,,,,,,,,,,,,,-0.0022,-0.0042,-0.005,-0.0028,-0.002,-0.0008,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,,0.0,0.0,0.0,0.334,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,2006-05-10,1999-01-01,1999-01-01,0,519,266,0.0,51900.0,51.15,0.0,0.0,0.0,-0.001,100.0,100.0,0.0,0.0,0.0,-0.00012,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,2006-05-10,1999-01-01,1999-01-01,0,0,0,2686,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bear,,
2006-05-11,0.31674,,,,0.345,0.34106,0.34117,0.34123,0.34126,0.34091,0.34107,-0.00016,-0.00013,-3e-05,,-0.0,-25.81,5.53,-22.58,154.17,-11.89,7.21,-15.18,13.04,35.0,8.0,54.0,45.0,14.0,20.0,20.0,9.0,0.0111,0.0,,,,,,,,,,,,,,,,-0.0009,-0.0017,-0.002,-0.0011,-0.0008,-0.0003,1,1,1,,,,,,,-0.15,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,,0.345,0.0,0.0,0.334,0.0,0.0,2006-05-11,1999-01-01,1999-01-01,2006-05-10,1999-01-01,1999-01-01,519,266,222,51900.0,51.15,28.24,-0.0,0.0,0.0,-0.001,100.0,100.0,-0.00013,0.0,0.0,-0.00012,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2006-05-11,1999-01-01,1999-01-01,2006-05-10,1999-01-01,1999-01-01,2687,0,0,2686,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,Life.Empty,Life.Empty,Life.BearStart,Life.Bear,Life.BearRecovery,,
2006-05-15,0.30638,,,,,0.33765,0.33943,0.34035,0.34082,0.33412,0.33779,-0.00367,-0.00083,-0.00283,,,-23.3,5.53,-22.58,154.17,-11.89,7.21,-15.18,13.04,33.0,8.0,54.0,45.0,14.0,20.0,20.0,9.0,-0.0,-0.0482,,,,,,,,,,,,,,,,-0.0139,-0.027,-0.0317,-0.0178,-0.0131,-0.0047,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,,0.345,0.0,0.0,0.334,0.0,0.0,2006-05-11,1999-01-01,1999-01-01,2006-05-10,1999-01-01,1999-01-01,266,222,426,51.15,28.24,-9.23,-0.0,0.0,0.0,-0.001,100.0,100.0,-0.00013,0.0,0.0,-0.00012,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2006-05-11,1999-01-01,1999-01-01,2006-05-10,1999-01-01,1999-01-01,2687,0,0,2686,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,Life.Empty,Life.BearStart,Life.Bear,Life.BearRecovery,Life.Bear,,
2006-05-16,0.29595,,,,,0.33423,0.33761,0.33941,0.34035,0.32781,0.33448,-0.00667,-0.002,-0.00467,,,-20.59,5.53,-22.58,154.17,-11.89,7.21,-15.18,13.04,32.0,8.0,54.0,45.0,14.0,20.0,20.0,9.0,-0.0,-0.0037,,,,,,,,,,,,,,,,-0.0274,-0.0518,-0.0612,-0.0338,-0.0244,-0.0094,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,,0.345,0.0,0.0,0.334,0.0,0.0,2006-05-11,1999-01-01,1999-01-01,2006-05-10,1999-01-01,1999-01-01,222,426,102,28.24,-9.23,-17.92,-0.0,0.0,0.0,-0.001,100.0,100.0,-0.00013,0.0,0.0,-0.00012,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2006-05-11,1999-01-01,1999-01-01,2006-05-10,1999-01-01,1999-01-01,2687,0,0,2686,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,Life.Empty,Life.BearStart,Life.Bear,Life.BearRecovery,Life.Bear,,
2006-05-17,0.28569,,,,,0.33078,0.33572,0.33842,0.33984,0.3219,0.33114,-0.00924,-0.00345,-0.00579,,,-17.74,5.53,-22.58,154.17,-11.89,7.21,-15.18,13.04,31.0,8.0,54.0,45.0,14.0,20.0,20.0,9.0,-0.0,-0.0037,,,,,,,,,,,,,,,,-0.0412,-0.0764,-0.0906,-0.0494,-0.0352,-0.0142,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,,0.345,0.0,0.0,0.334,0.0,0.0,2006-05-11,1999-01-01,1999-01-01,2006-05-10,1999-01-01,1999-01-01,426,102,37,-9.23,-17.92,-24.63,-0.0,0.0,0.0,-0.001,100.0,100.0,-0.00013,0.0,0.0,-0.00012,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2006-05-11,1999-01-01,1999-01-01,2006-05-10,1999-01-01,1999-01-01,2687,0,0,2686,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,Life.Empty,Life.BearStart,Life.Bear,Life.BearRecovery,Life.Bear,,
2006-05-22,0.27606,,,0.256,,0.32503,0.33259,0.33679,0.33901,0.31176,0.32557,-0.01381,-0.00552,-0.00829,,,-14.87,5.53,-22.58,154.17,-11.89,7.21,-15.18,13.04,28.0,8.0,54.0,45.0,14.0,20.0,20.0,9.0,-0.0,-0.0334,,,,,,,,,,,,8.31087,,,,-0.0642,-0.1176,-0.1398,-0.0756,-0.0534,-0.0222,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,,0.345,0.0,0.0,0.256,0.334,0.0,2006-05-11,1999-01-01,1999-01-01,2006-05-22,2006-05-10,1999-01-01,102,37,35,-17.92,-24.63,-69.08,-0.0,0.0,0.0,-0.001,100.0,100.0,-0.00013,0.0,0.0,-0.00012,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2006-05-11,1999-01-01,1999-01-01,2006-05-10,1999-01-01,1999-01-01,2687,0,0,2686,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,-35.0,,,,,n2n,Life.Empty,Life.BearStart,Life.Bear,Life.BearRecovery,Life.Bear,,
2006-05-23,0.26755,,,,,0.32,0.32973,0.33527,0.33822,0.30375,0.32069,-0.01694,-0.0078,-0.00914,,,-12.17,5.53,-22.58,154.17,-11.89,7.21,-15.18,13.04,27.0,8.0,54.0,45.0,14.0,20.0,20.0,9.0,0.0037,0.0,,,,,,,,,,,,7.75681,,7.757,,-0.0849,-0.1527,-0.1822,-0.0973,-0.0678,-0.0295,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,,0.345,0.0,0.0,0.256,0.334,0.0,2006-05-11,1999-01-01,1999-01-01,2006-05-22,2006-05-10,1999-01-01,37,35,38,-24.63,-69.08,-36.57,-0.0,0.0,0.0,-0.001,100.0,100.0,-0.00013,0.0,0.0,-0.00012,100.0,100.0,0.0,0.0,0.0,7.757,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2006-05-11,1999-01-01,1999-01-01,2006-05-10,1999-01-01,1999-01-01,2687,0,0,2686,0,0,1999-01-01,1999-01-01,1999-01-01,2006-05-23,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,n2n,Life.Empty,Life.BearStart,Life.Bear,Life.BearRecovery,Life.Bear,,
2006-05-24,0.26036,,,,0.26,0.31536,0.32699,0.33377,0.33744,0.29698,0.31618,-0.0192,-0.01008,-0.00912,,,-9.74,5.53,-22.58,154.17,-11.89,7.21,-15.18,13.04,26.0,8.0,54.0,45.0,14.0,20.0,20.0,9.0,0.0,0.0,,,,,,,,,,,,10.47822,8.84863,,,-0.1045,-0.1841,-0.2208,-0.1163,-0.0796,-0.0367,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,,0.26,0.345,0.0,0.256,0.334,0.0,2006-05-24,2006-05-11,1999-01-01,2006-05-22,2006-05-10,1999-01-01,35,38,185,-69.08,-36.57,133.33,-0.0,0.0,0.0,-0.001,100.0,100.0,-0.00013,0.0,0.0,-0.00012,100.0,100.0,0.0,0.0,0.0,7.757,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2006-05-11,1999-01-01,1999-01-01,2006-05-10,1999-01-01,1999-01-01,2687,0,0,2686,0,0,1999-01-01,1999-01-01,1999-01-01,2006-05-23,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,185.0,,,,,,,n2n,n2p,Life.Empty,Life.BearStart,Life.Bear,Life.BearRecovery,Life.Bear,,
2006-05-25,0.25453,,,0.226,,0.30851,0.32304,0.33164,0.33633,0.2861,0.30952,-0.02342,-0.01275,-0.01067,,,-7.67,5.53,-22.58,154.17,-11.89,7.21,-15.18,13.04,25.0,8.0,54.0,45.0,14.0,20.0,20.0,9.0,-0.0,-0.0334,,,,,,,,,,,,11.66526,9.96676,,,-0.1329,-0.2313,-0.2782,-0.1453,-0.0984,-0.0469,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,,0.26,0.345,0.0,0.226,0.256,0.334,2006-05-24,2006-05-11,1999-01-01,2006-05-25,2006-05-22,2006-05-10,38,185,226,-36.57,133.33,73.75,-0.0,0.0,0.0,-0.001,100.0,100.0,-0.00013,0.0,0.0,-0.00012,100.0,100.0,0.0,0.0,0.0,7.757,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2006-05-11,1999-01-01,1999-01-01,2006-05-10,1999-01-01,1999-01-01,2687,0,0,2686,0,0,1999-01-01,1999-01-01,1999-01-01,2006-05-23,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,n2n,n2p,Life.Empty,Life.BearStart,Life.Bear,Life.BearRecovery,Life.Bear,,
2006-05-26,0.24991,,,,0.26,0.30476,0.32056,0.33022,0.33557,0.28204,0.30583,-0.02379,-0.01496,-0.00883,,,-5.97,5.53,-22.58,154.17,-11.89,7.21,-15.18,13.04,24.0,8.0,54.0,45.0,14.0,20.0,20.0,9.0,0.0334,0.0,,,,,,,,,,,,19.13526,13.75958,,,-0.1501,-0.2546,-0.3081,-0.158,-0.1045,-0.0535,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,,0.26,0.26,0.345,0.226,0.256,0.334,2006-05-26,2006-05-24,2006-05-11,2006-05-25,2006-05-22,2006-05-10,185,226,49,133.33,73.75,2.44,-0.0,0.0,0.0,-0.001,100.0,100.0,-0.00013,0.0,0.0,-0.00012,100.0,100.0,0.0,0.0,0.0,7.757,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2006-05-11,1999-01-01,1999-01-01,2006-05-10,1999-01-01,1999-01-01,2687,0,0,2686,0,0,1999-01-01,1999-01-01,1999-01-01,2006-05-23,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,n2n,n2p,Life.Empty,Life.BearStart,Life.Bear,Life.BearRecovery,Life.Bear,,
2006-05-30,0.24613,,,,,0.30072,0.31788,0.32867,0.33474,0.27746,0.30186,-0.0244,-0.01685,-0.00755,,,-4.52,5.53,-22.58,154.17,-11.89,7.21,-15.18,13.04,22.0,8.0,54.0,45.0,14.0,20.0,20.0,9.0,-0.0,-0.0074,,,,,,,,,,,,22.6179,17.80614,,,-0.1686,-0.2795,-0.3402,-0.1716,-0.1109,-0.0607,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,,0.26,0.26,0.345,0.226,0.256,0.334,2006-05-26,2006-05-24,2006-05-11,2006-05-25,2006-05-22,2006-05-10,226,49,122,73.75,2.44,-13.67,-0.0,0.0,0.0,-0.001,100.0,100.0,-0.00013,0.0,0.0,-0.00012,100.0,100.0,0.0,0.0,0.0,7.757,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2006-05-11,1999-01-01,1999-01-01,2006-05-10,1999-01-01,1999-01-01,2687,0,0,2686,0,0,1999-01-01,1999-01-01,1999-01-01,2006-05-23,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,n2n,n2p,Life.Empty,Life.BearStart,Life.Bear,Life.BearRecovery,Life.Bear,,
2006-05-31,0.243,,,0.237,,0.29585,0.31472,0.32687,0.33377,0.2713,0.29709,-0.02579,-0.01863,-0.00715,-0.026,,-3.29,5.53,-22.58,154.17,-11.89,7.21,-15.18,13.04,21.0,8.0,54.0,45.0,14.0,20.0,20.0,9.0,-0.0,-0.0149,,,,,,,,,,,,26.17902,22.64406,,26.179,-0.1905,-0.3102,-0.3792,-0.1887,-0.1197,-0.069,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,,0.26,0.26,0.345,0.237,0.226,0.256,2006-05-26,2006-05-24,2006-05-11,2006-05-31,2006-05-25,2006-05-22,49,122,32,2.44,-13.67,-48.74,-0.0,0.0,0.0,-0.026,-0.001,100.0,-0.00013,0.0,0.0,-0.01863,-0.00012,100.0,26.179,0.0,0.0,7.757,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2006-05-11,1999-01-01,1999-01-01,2006-05-31,2006-05-10,1999-01-01,2687,0,0,21,2686,0,2006-05-31,1999-01-01,1999-01-01,2006-05-23,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,n2n,n2p,Life.Empty,Life.BearStart,Life.Bear,Life.BearRecovery,Life.Bear,,
2006-06-01,0.24047,,,,0.256,0.29279,0.31242,0.32546,0.333,0.26895,0.29404,-0.0251,-0.01993,-0.00517,,-0.025,-2.27,5.53,-22.58,154.17,-11.89,7.21,-15.18,13.04,20.0,8.0,54.0,45.0,14.0,20.0,20.0,9.0,0.0186,0.0,,,,,,,,25.0,,,,25.81368,24.8702,25.814,,-0.2058,-0.3267,-0.4021,-0.1963,-0.1209,-0.0754,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,,0.256,0.26,0.26,0.237,0.226,0.256,2006-06-01,2006-05-26,2006-05-24,2006-05-31,2006-05-25,2006-05-22,122,32,10,-13.67,-48.74,-19.12,-0.025,-0.0,0.0,-0.026,-0.001,100.0,-0.01993,-0.00013,0.0,-0.01863,-0.00012,100.0,26.179,0.0,0.0,25.814,7.757,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2006-06-01,2006-05-11,1999-01-01,2006-05-31,2006-05-10,1999-01-01,21,2687,0,21,2686,0,2006-05-31,1999-01-01,1999-01-01,2006-06-01,2006-05-23,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,n2n,n2p,Life.Empty,Life.BearStart,Life.Bear,Life.BearRecovery,Life.Bear,,
