Date,smooth_close,smooth_troughs,smooth_peaks,close_troughs,close_peaks,ma25,ma50,ma100,ma200,macd_short,macd_long,MACD,MACD_signal,macd_distance,macd_troughs,macd_peaks,PnL1,PnL2,PnL3,PnL4,PnL5,PnL6,PnL7,PnL8,PnL1_days,PnL2_days,PnL3_days,PnL4_days,PnL5_days,PnL6_days,PnL7_days,PnL8_days,rsi_up_chg,rsi_down_chg,rsi_up_chg_avg,rsi_down_chg_avg,rsi_rs,RSI,rsi_troughs,rsi_peaks,rsi_distance,fastK,fastD,fast_troughs,fast_peaks,slowK,slowD,slow_troughs,slow_peaks,dist_no25,dist_no200,dist_all4,all_no25,no200_no25,all_no200,all4_up,no25_up,no200_up,bull_start,bull,bull_retrace,bull_end,bear_start,bear,bear_recovery,bear_end,smooth_p1,smooth_p2,smooth_p3,smooth_t1,smooth_t2,smooth_t3,smooth_p1_date,smooth_p2_date,smooth_p3_date,smooth_t1_date,smooth_t2_date,smooth_t3_date,smooth_diff_1,smooth_diff_2,smooth_diff_3,smooth_diff_4,smooth_diff_5,close_p1,close_p2,close_p3,close_t1,close_t2,close_t3,close_p1_date,close_p2_date,close_p3_date,close_t1_date,close_t2_date,close_t3_date,v3,v2,v1,v3p,v2p,v1p,macd_p1,macd_p2,macd_p3,macd_t1,macd_t2,macd_t3,macd_p1_signal,macd_p2_signal,macd_p3_signal,macd_t1_signal,macd_t2_signal,macd_t3_signal,slow_p1,slow_p2,slow_p3,slow_t1,slow_t2,slow_t3,fast_p1,fast_p2,fast_p3,fast_t1,fast_t2,fast_t3,rsi_p1,rsi_p2,rsi_p3,rsi_t1,rsi_t2,rsi_t3,macd_p1_date,macd_p2_date,macd_p3_date,macd_t1_date,macd_t2_date,macd_t3_date,macd_p1_days,macd_p2_days,macd_p3_days,macd_t1_days,macd_t2_days,macd_t3_days,slow_p1_date,slow_p2_date,slow_p3_date,slow_t1_date,slow_t2_date,slow_t3_date,fast_p1_date,fast_p2_date,fast_p3_date,fast_t1_date,fast_t2_date,fast_t3_date,rsi_p1_date,rsi_p2_date,rsi_p3_date,rsi_t1_date,rsi_t2_date,rsi_t3_date,minsmcp,maxsmcp,minsmct,maxsmct,mincp,maxcp,minct,maxct,minmp,maxmp,minmt,maxmt,minsp,maxsp,minst,maxst,minfp,maxfp,minft,maxft,minrp,maxrp,minrt,maxrt,mp_positives,mt_positives,vol_n2p,vol_p2p,vol_p2n,vol_n2n,vol_hist5,vol_hist4,vol_hist3,vol_hist2,vol_hist1,life5,life4,life3,life2,life1,buy_call,sell_call
2005-07-13,0.20367,,,,,0.2059,0.2059,0.2059,0.2059,0.2059,0.2059,0.0,0.0,0.0,,,-31.75,13.67,-17.72,14.62,-0.67,37.16,-4.93,2.07,16.0,15.0,55.0,13.0,3.0,31.0,18.0,11.0,,,,,,,,,,,,,,,,,,-0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0,,,,,0.15,,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,24042600,0.0,0.0,2404260000.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,Life.Empty,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,,
2005-07-14,0.19916,,,0.194,,0.20501,0.20545,0.20567,0.20578,0.20412,0.20504,-0.00093,-0.00019,-0.00074,,,-30.21,13.67,-17.72,14.62,-0.67,37.16,-4.93,2.07,15.0,15.0,55.0,13.0,3.0,31.0,18.0,11.0,-0.0,-0.0116,,,,,,,,,,,,,,,,-0.0033,-0.0066,-0.0077,-0.0044,-0.0033,-0.0011,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,0.0,0.0,0.0,0.194,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,2005-07-14,1999-01-01,1999-01-01,0,24042600,2185600,0.0,2404260000.0,9.09,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bear,,
2005-07-15,0.19443,,,,0.199,0.20455,0.20519,0.20554,0.20572,0.20333,0.20459,-0.00126,-0.0004,-0.00086,,,-28.51,13.67,-17.72,14.62,-0.67,37.16,-4.93,2.07,14.0,15.0,55.0,13.0,3.0,31.0,18.0,11.0,0.0047,0.0,,,,,,,,,,,,,,,,-0.0053,-0.0099,-0.0117,-0.0064,-0.0046,-0.0018,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,0.199,0.0,0.0,0.194,0.0,0.0,2005-07-15,1999-01-01,1999-01-01,2005-07-14,1999-01-01,1999-01-01,24042600,2185600,1318400,2404260000.0,9.09,5.03,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bear,,
2005-07-18,0.18931,,,,,0.20376,0.20477,0.20532,0.2056,0.20194,0.20383,-0.00189,-0.0007,-0.00119,,,-26.58,13.67,-17.72,14.62,-0.67,37.16,-4.93,2.07,13.0,15.0,55.0,13.0,3.0,31.0,18.0,11.0,-0.0,-0.0047,,,,,,,,,,,,,,,,-0.0083,-0.0156,-0.0184,-0.0101,-0.0073,-0.0028,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,0.199,0.0,0.0,0.194,0.0,0.0,2005-07-15,1999-01-01,1999-01-01,2005-07-14,1999-01-01,1999-01-01,2185600,1318400,436800,9.09,5.03,-85.69,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,-436800.0,,,,,,p2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bear,,
2005-07-19,0.18375,,,,,0.20196,0.20381,0.20482,0.20535,0.19863,0.2021,-0.00347,-0.00125,-0.00222,,,-24.35,13.67,-17.72,14.62,-0.67,37.16,-4.93,2.07,12.0,15.0,55.0,13.0,3.0,31.0,18.0,11.0,-0.0,-0.0139,,,,,,,,,,,,,,,,-0.0154,-0.0286,-0.0339,-0.0185,-0.0132,-0.0053,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,0.199,0.0,0.0,0.194,0.0,0.0,2005-07-15,1999-01-01,1999-01-01,2005-07-14,1999-01-01,1999-01-01,1318400,436800,3716400,5.03,-85.69,38.84,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-3716400.0,,,,,,,p2n,n2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bear,,
2005-07-20,0.17778,,,,,0.2003,0.20289,0.20434,0.2051,0.19582,0.20049,-0.00467,-0.00194,-0.00273,,,-21.81,13.67,-17.72,14.62,-0.67,37.16,-4.93,2.07,11.0,15.0,55.0,13.0,3.0,31.0,18.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,-0.0221,-0.0404,-0.048,-0.0259,-0.0183,-0.0076,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,0.199,0.0,0.0,0.194,0.0,0.0,2005-07-15,1999-01-01,1999-01-01,2005-07-14,1999-01-01,1999-01-01,436800,3716400,1043800,-85.69,38.84,-5.02,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1043800.0,,,,p2n,n2p,p2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bear,,
2005-07-21,0.17156,,,,,0.19859,0.20192,0.20382,0.20484,0.1931,0.19883,-0.00573,-0.0027,-0.00304,,,-18.98,13.67,-17.72,14.62,-0.67,37.16,-4.93,2.07,10.0,15.0,55.0,13.0,3.0,31.0,18.0,11.0,-0.0,-0.0023,,,,,,,,,,,,22.21364,,,,-0.0292,-0.0523,-0.0625,-0.0333,-0.0231,-0.0102,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,0.199,0.0,0.0,0.194,0.0,0.0,2005-07-15,1999-01-01,1999-01-01,2005-07-14,1999-01-01,1999-01-01,3716400,1043800,930800,38.84,-5.02,9.51,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,p2n,n2p,p2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bear,,
2005-07-22,0.16532,,,,,0.19666,0.2008,0.20322,0.20452,0.19008,0.19695,-0.00687,-0.00353,-0.00334,,,-15.92,13.67,-17.72,14.62,-0.67,37.16,-4.93,2.07,9.0,15.0,55.0,13.0,3.0,31.0,18.0,11.0,-0.0,-0.0046,,,,,,,,,,,,20.12941,,,,-0.0372,-0.0656,-0.0786,-0.0414,-0.0284,-0.013,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,0.199,0.0,0.0,0.194,0.0,0.0,2005-07-15,1999-01-01,1999-01-01,2005-07-14,1999-01-01,1999-01-01,1043800,930800,956800,-5.02,9.51,-48.49,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,-956800.0,,,p2n,n2p,p2n,p2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bear,,
2005-07-25,0.15933,,,,,0.19364,0.1991,0.20231,0.20405,0.18504,0.19402,-0.00898,-0.00462,-0.00436,,,-12.76,13.67,-17.72,14.62,-0.67,37.16,-4.93,2.07,8.0,15.0,55.0,13.0,3.0,31.0,18.0,11.0,-0.0,-0.0162,,,,,,,,,,,,19.64309,20.66205,,,-0.0495,-0.0867,-0.1041,-0.0546,-0.0372,-0.0174,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,0.199,0.0,0.0,0.194,0.0,0.0,2005-07-15,1999-01-01,1999-01-01,2005-07-14,1999-01-01,1999-01-01,930800,956800,1354600,9.51,-48.49,10.6,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1354600.0,,,,p2n,n2p,p2n,p2n,n2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bear,,
2005-07-26,0.15383,,,0.134,,0.18906,0.19655,0.20096,0.20336,0.17722,0.18959,-0.01237,-0.00617,-0.0062,,,-9.64,13.67,-17.72,14.62,-0.67,37.16,-4.93,2.07,7.0,15.0,55.0,13.0,3.0,31.0,18.0,11.0,-0.0,-0.0231,,,,,,,,,,,,12.81081,17.52777,12.811,,-0.0681,-0.119,-0.143,-0.0749,-0.0509,-0.024,0,0,0,,,,,,-0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,,,0.199,0.0,0.0,0.134,0.194,0.0,2005-07-15,1999-01-01,1999-01-01,2005-07-26,2005-07-14,1999-01-01,956800,1354600,849200,-48.49,10.6,-2.52,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,12.811,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,2005-07-26,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,,,,p2n,n2p,p2n,p2n,n2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bear,,
