Date,Counter,Open,High,Low,Close,AdjClose,Volume,Dividends,StockSplits,macd_short,macd_long,MACD,MACD_signal,macd_distance,macd_troughs,macd_peaks,ma25,ma50,ma100,ma200,smooth_close,smooth_troughs,smooth_peaks,smooth_distance,close_troughs,close_peaks,PnL1,PnL2,PnL3,PnL4,PnL5,PnL6,PnL7,PnL8,PnL1_days,PnL2_days,PnL3_days,PnL4_days,PnL5_days,PnL6_days,PnL7_days,PnL8_days,rsi_up_chg,rsi_down_chg,rsi_up_chg_avg,rsi_down_chg_avg,rsi_rs,RSI,rsi_troughs,rsi_peaks,rsi_distance,fastK,fastD,fast_troughs,fast_peaks,slowK,slowD,slow_troughs,slow_peaks,dist_no25,dist_no200,dist_all4,all_no25,no200_no25,all_no200,all4_up,no25_up,no200_up,bull_start,bull,bull_retrace,bull_end,bear_start,bear,bear_recovery,bear_end,close_p1,close_p2,close_p3,close_t1,close_t2,close_t3,close_p1_date,close_p2_date,close_p3_date,close_t1_date,close_t2_date,close_t3_date,v3,v2,v1,v3p,v2p,v1p,rise_macd,bull_macd,bear_macd,bull_rsi,bear_rsi,macd_p1,macd_p2,macd_p3,macd_t1,macd_t2,macd_t3,macd_p1_signal,macd_p2_signal,macd_p3_signal,macd_t1_signal,macd_t2_signal,macd_t3_signal,slow_p1,slow_p2,slow_p3,slow_t1,slow_t2,slow_t3,fast_p1,fast_p2,fast_p3,fast_t1,fast_t2,fast_t3,rsi_p1,rsi_p2,rsi_p3,rsi_t1,rsi_t2,rsi_t3,macd_p1_date,macd_p2_date,macd_p3_date,macd_t1_date,macd_t2_date,macd_t3_date,slow_p1_date,slow_p2_date,slow_p3_date,slow_t1_date,slow_t2_date,slow_t3_date,fast_p1_date,fast_p2_date,fast_p3_date,fast_t1_date,fast_t2_date,fast_t3_date,rsi_p1_date,rsi_p2_date,rsi_p3_date,rsi_t1_date,rsi_t2_date,rsi_t3_date,mincp,maxcp,minct,maxct,minmp,maxmp,minmt,maxmt,minsp,maxsp,minst,maxst,minfp,maxfp,minft,maxft,minrp,maxrp,minrt,maxrt,sp_high,sp_vhigh,sp_uhigh,st_high,st_vhigh,st_uhigh,sp_low,sp_vlow,sp_ulow,st_low,st_vlow,st_ulow,fp_high,fp_vhigh,fp_uhigh,ft_high,ft_vhigh,ft_uhigh,fp_low,fp_vlow,fp_ulow,ft_low,ft_vlow,ft_ulow,rp_high,rp_low,rt_high,rt_low,mp_positives,mt_positives,vol_n2p,vol_p2p,vol_p2n,vol_n2n,vol_hist5,vol_hist4,vol_hist3,vol_hist2,vol_hist1,life5,life4,life3,life2,life1,buy_call,sell_call,EPS,PE,ADJEPS,ADJPE,EP1,EP4,HIGH50,HIGH100,HIGH200,dummy1,LOW50,LOW100,LOW200
2010-08-09,SIGGAS,0.2201,0.2403,0.2201,0.2238,0.2238,36506088,0.0,0,0.2238,0.2238,0.0,0.0,0.0,,,0.2238,0.2238,0.2238,0.2238,0.228,,,,,,39.92,-8.78,47.08,-10.28,0.52,-1.3,11.55,-5.41,10.0,10.0,46.0,19.0,5.0,9.0,14.0,10.0,,,,,,,,,,,,,,,,,,-0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0,,,,,0.15,,,,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,36506088,0.0,0.0,3650608800.0,0,0,0,0,0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,Life.Empty,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,,,,,,,,,0,0,0,,0,0,0
2010-08-10,SIGGAS,0.2256,0.233,0.2256,0.2275,0.2275,5841370,0.0,0,0.22437,0.22407,0.0003,6e-05,0.00024,,,0.22408,0.22395,0.22387,0.22384,0.23678,,,,,0.228,34.72,-8.78,47.08,-10.28,0.52,-1.3,11.55,-5.41,9.0,10.0,46.0,19.0,5.0,9.0,14.0,10.0,0.0037,0.0,,,,,,,,,,,,,,,,0.0011,0.0021,0.0024,0.0013,0.001,0.0003,1,1,1,,0.15,,,,,,,0.228,0.0,0.0,0.0,0.0,0.0,2010-08-10,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,36506088,5841370,0.0,3650608800.0,16.0,0,0,0,0,0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,,,,,,,,0,0,0,,0,0,0
2010-08-11,SIGGAS,0.2275,0.2293,0.2256,0.2256,0.2256,1622979,0.0,0,0.22456,0.22419,0.00037,0.00012,0.00025,,,0.2242,0.22401,0.22391,0.22385,0.24647,,,,0.226,,29.43,-8.78,47.08,-10.28,0.52,-1.3,11.55,-5.41,8.0,10.0,46.0,19.0,5.0,9.0,14.0,10.0,-0.0,-0.0019,,,,,,,,,,,,,,,,0.0016,0.0029,0.0035,0.0019,0.0013,0.0006,1,1,1,,0.15,,,,,,,0.228,0.0,0.0,0.226,0.0,0.0,2010-08-10,1999-01-01,1999-01-01,2010-08-11,1999-01-01,1999-01-01,36506088,5841370,1622979,3650608800.0,16.0,3.83,0,0,0,0,0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,,,,,,,,0,0,0,,0,0,0
2010-08-12,SIGGAS,0.2256,0.2568,0.2219,0.2531,0.2531,31742288,0.0,0,0.22895,0.22633,0.00262,0.00062,0.002,,,0.22642,0.22515,0.22449,0.22415,0.25716,,,,,,24.05,-8.78,47.08,-10.28,0.52,-1.3,11.55,-5.41,7.0,10.0,46.0,19.0,5.0,9.0,14.0,10.0,0.0275,0.0,,,,,,,,,,,,,,,,0.01,0.0193,0.0227,0.0127,0.0093,0.0034,1,1,1,,0.15,,,,,,,0.228,0.0,0.0,0.226,0.0,0.0,2010-08-10,1999-01-01,1999-01-01,2010-08-11,1999-01-01,1999-01-01,5841370,1622979,31742288,16.0,3.83,-10.83,0,0,0,0,0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,,,,,,,,0,0,0,,0,0,0
2010-08-13,SIGGAS,0.255,0.2751,0.2513,0.2733,0.2733,28339559,0.0,0,0.23577,0.22981,0.00596,0.00169,0.00427,,,0.23003,0.22704,0.22545,0.22463,0.26873,,,,,,18.71,-8.78,47.08,-10.28,0.52,-1.3,11.55,-5.41,6.0,10.0,46.0,19.0,5.0,9.0,14.0,10.0,0.0202,0.0,,,,,,,,,,,,,,,,0.0241,0.0458,0.054,0.0299,0.0217,0.0082,1,1,1,,0.15,,,,,,,0.228,0.0,0.0,0.226,0.0,0.0,2010-08-10,1999-01-01,1999-01-01,2010-08-11,1999-01-01,1999-01-01,1622979,31742288,28339559,3.83,-10.83,57.38,0,0,0,0,0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28339559.0,,,,,,,,n2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,,,,,,,,0,0,0,,0,0,0
2010-08-16,SIGGAS,0.2678,0.2843,0.2586,0.2751,0.2751,12338295,0.0,0,0.24182,0.23316,0.00866,0.00308,0.00558,,,0.2335,0.22892,0.22644,0.22514,0.28077,,,,,,13.62,-8.78,47.08,-10.28,0.52,-1.3,11.55,-5.41,5.0,10.0,46.0,19.0,5.0,9.0,14.0,10.0,0.0018,0.0,,,,,,,,,,,,,,,,0.0378,0.0706,0.0836,0.0458,0.0328,0.013,1,1,1,,0.15,,,,,,,0.228,0.0,0.0,0.226,0.0,0.0,2010-08-10,1999-01-01,1999-01-01,2010-08-11,1999-01-01,1999-01-01,31742288,28339559,12338295,-10.83,57.38,17.37,0,0,0,0,0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,n2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,,,,,,,,0,0,0,,0,0,0
2010-08-17,SIGGAS,0.2806,0.2825,0.2715,0.2751,0.2751,9198726,0.0,0,0.24694,0.23627,0.01067,0.0046,0.00607,,,0.2367,0.23073,0.2274,0.22563,0.29249,,,,,,9.06,-8.78,47.08,-10.28,0.52,-1.3,11.55,-5.41,4.0,10.0,46.0,19.0,5.0,9.0,14.0,10.0,0.0,0.0,,,,,,,,,,,,89.08003,,,,0.051,0.093,0.1107,0.0597,0.042,0.0177,1,1,1,,0.15,,,,,,,0.228,0.0,0.0,0.226,0.0,0.0,2010-08-10,1999-01-01,1999-01-01,2010-08-11,1999-01-01,1999-01-01,28339559,12338295,9198726,57.38,17.37,-31.13,0,0,0,0,0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,9198726.0,,,,,n2p,p2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,,,,,,,,0,0,0,,0,0,0
2010-08-18,SIGGAS,0.2788,0.3283,0.2751,0.3265,0.3265,31666250,0.0,0,0.25918,0.24295,0.01623,0.00693,0.0093,,,0.24361,0.23449,0.22936,0.22664,0.30295,,,,,,5.3,-8.78,47.08,-10.28,0.52,-1.3,11.55,-5.41,3.0,10.0,46.0,19.0,5.0,9.0,14.0,10.0,0.0514,0.0,,,,,,,,,,,,89.60703,,,89.607,0.0785,0.1425,0.1697,0.0912,0.064,0.0272,1,1,1,,0.15,,,,,,,0.228,0.0,0.0,0.226,0.0,0.0,2010-08-10,1999-01-01,1999-01-01,2010-08-11,1999-01-01,1999-01-01,12338295,9198726,31666250,17.37,-31.13,6.67,0,0,0,0,0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,89.607,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2010-08-18,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,n2p,p2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,,,,,,,,0,0,0,,0,0,0
2010-08-19,SIGGAS,0.3357,0.3595,0.332,0.3393,0.3393,30443800,0.0,0,0.27151,0.25009,0.02142,0.00983,0.01159,,,0.25097,0.2386,0.23154,0.22776,0.31123,,,,,,2.5,-8.78,47.08,-10.28,0.52,-1.3,11.55,-5.41,2.0,10.0,46.0,19.0,5.0,9.0,14.0,10.0,0.0128,0.0,,,,,,,,,,,,88.29852,88.99519,,,0.1084,0.1943,0.2321,0.1237,0.0859,0.0378,1,1,1,,0.15,,,,,,,0.228,0.0,0.0,0.226,0.0,0.0,2010-08-10,1999-01-01,1999-01-01,2010-08-11,1999-01-01,1999-01-01,9198726,31666250,30443800,-31.13,6.67,34.03,0,0,0,0,0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,89.607,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2010-08-18,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,n2p,p2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,,,,,,,,0,0,0,,0,0,0
2010-08-20,SIGGAS,0.3412,0.354,0.332,0.3393,0.3393,10667335,0.0,0,0.28194,0.2567,0.02524,0.01291,0.01233,,,0.25776,0.24255,0.23367,0.22887,0.31652,,,,,,0.78,-8.78,47.08,-10.28,0.52,-1.3,11.55,-5.41,1.0,10.0,46.0,19.0,5.0,9.0,14.0,10.0,0.0,0.0,,,,,,,,,,,,86.53977,88.14844,,,0.1368,0.2409,0.2889,0.1521,0.1041,0.048,1,1,1,,0.15,,,,,,,0.228,0.0,0.0,0.226,0.0,0.0,2010-08-10,1999-01-01,1999-01-01,2010-08-11,1999-01-01,1999-01-01,31666250,30443800,10667335,6.67,34.03,2.06,0,0,0,0,0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,89.607,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,2010-08-18,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,n2p,p2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,,,,,,,,0,0,0,,0,0,0
